Date,Revenue,Orders,Cancelled,Region,Product,Customer
2026-05-24,80885.12,47,1,South,Forecast Studio,Customer 093 Holdings
2026-05-24,357337.3,80,7,East,Data Fabric,Customer 038 Industries
2026-05-25,77248.02,39,2,North,Forecast Studio,Customer 014 Industries
2026-05-25,128160.94,25,1,South,Data Fabric,Customer 063 Systems
2026-05-25,178890.35,58,4,East,Data Fabric,Customer 041 Group
2026-05-25,67550.82,30,2,West,Sentinel Core,Customer 041 Group
2026-05-26,269493.98,63,5,South,Support Intelligence,Customer 101 Solutions
2026-05-26,291374.89,54,1,East,Executive Copilot,Customer 102 Solutions
2026-05-26,32470.31,17,1,West,Forecast Studio,Customer 072 Solutions
2026-05-26,19692.82,14,1,Central,Sentinel Core,Customer 072 Solutions
2026-05-27,67871.44,41,3,East,Data Fabric,Customer 056 Holdings
2026-05-27,313297.63,61,2,West,Support Intelligence,Customer 100 Group
2026-05-27,279771.12,56,1,Central,Executive Copilot,Customer 065 Holdings
2026-05-27,143220.4,82,4,North,Forecast Studio,Customer 089 Group
2026-05-28,161642.05,75,3,West,Support Intelligence,Customer 030 Systems
2026-05-28,193987.24,41,4,Central,Data Fabric,Customer 041 Group
2026-05-28,249287.81,70,1,North,Risk Monitor,Customer 088 Solutions
2026-05-28,82577.34,14,0,South,Executive Copilot,Customer 113 Group
2026-05-29,104517.91,79,4,Central,Risk Monitor,Customer 070 Systems
2026-05-29,89011.05,45,3,North,Forecast Studio,Customer 118 Industries
2026-05-29,172793.3,67,4,South,Sentinel Core,Customer 095 Group
2026-05-29,58892.9,17,1,East,Forecast Studio,Customer 073 Holdings
2026-05-30,153645.2,37,1,North,Data Fabric,Customer 007 Systems
2026-05-30,206052.62,52,2,South,Executive Copilot,Customer 119 Industries
2026-05-30,314487.02,61,5,East,Risk Monitor,Customer 073 Holdings
2026-05-30,190969.47,74,2,West,Data Fabric,Customer 072 Solutions
2026-05-31,189302.75,35,1,South,Support Intelligence,Customer 098 Holdings
2026-05-31,168531.4,54,2,East,Sentinel Core,Customer 022 Solutions
2026-05-31,403067.7,79,4,West,Executive Copilot,Customer 052 Solutions
2026-05-31,373209.01,80,6,Central,Forecast Studio,Customer 118 Industries
2026-06-01,82775.12,42,3,East,Sentinel Core,Customer 078 Holdings
2026-06-01,16579.43,16,1,West,Data Fabric,Customer 003 Solutions
2026-06-01,346294.65,77,4,Central,Data Fabric,Customer 032 Holdings
2026-06-01,309374.29,61,5,North,Risk Monitor,Customer 077 Solutions
2026-06-02,72052.18,63,4,West,Data Fabric,Customer 036 Solutions
2026-06-02,226326.92,51,3,Central,Data Fabric,Customer 054 Systems
2026-06-02,81945.15,70,4,North,Executive Copilot,Customer 021 Systems
2026-06-02,101306.24,72,2,South,Forecast Studio,Customer 052 Solutions
2026-06-03,155716.1,34,1,Central,Risk Monitor,Customer 079 Holdings
2026-06-03,41961,17,1,North,Risk Monitor,Customer 104 Group
2026-06-03,54996.11,40,2,South,Sentinel Core,Customer 044 Solutions
2026-06-03,312698.81,85,3,East,Executive Copilot,Customer 063 Systems
2026-06-04,48439.55,27,2,North,Support Intelligence,Customer 120 Group
2026-06-04,69657.64,63,2,South,Sentinel Core,Customer 082 Group
2026-06-04,82248.03,18,1,East,Risk Monitor,Customer 034 Solutions
2026-06-04,34351.23,20,2,West,Executive Copilot,Customer 025 Systems
2026-06-05,31499.85,40,3,South,Executive Copilot,Customer 050 Holdings
2026-06-05,236799.22,60,5,East,Risk Monitor,Customer 006 Industries
2026-06-05,41378.98,17,1,West,Forecast Studio,Customer 119 Industries
2026-06-05,106162.22,54,3,Central,Sentinel Core,Customer 039 Industries
2026-06-06,157013.56,49,3,East,Data Fabric,Customer 004 Industries
2026-06-06,274022.09,72,3,West,Executive Copilot,Customer 102 Solutions
2026-06-06,74769.57,40,2,Central,Support Intelligence,Customer 068 Group
2026-06-06,42508.21,15,0,North,Executive Copilot,Customer 120 Group
2026-06-07,205100.82,58,1,West,Risk Monitor,Customer 087 Systems
2026-06-07,69299.97,49,3,Central,Risk Monitor,Customer 013 Group
2026-06-07,380188.47,81,3,North,Risk Monitor,Customer 040 Systems
2026-06-07,187496.41,61,5,South,Executive Copilot,Customer 059 Group
2026-06-08,344475.52,68,2,Central,Executive Copilot,Customer 044 Solutions
2026-06-08,290574.77,56,3,North,Sentinel Core,Customer 022 Solutions
2026-06-08,103684.93,21,2,South,Risk Monitor,Customer 018 Solutions
2026-06-08,103016.62,31,3,East,Executive Copilot,Customer 023 Group
2026-06-09,199258.26,39,2,North,Support Intelligence,Customer 108 Group
2026-06-09,185599.34,69,6,South,Data Fabric,Customer 073 Holdings
2026-06-09,141220.86,24,0,East,Support Intelligence,Customer 010 Systems
2026-06-09,42161.62,16,1,West,Executive Copilot,Customer 020 Solutions
2026-06-10,353358.72,67,5,South,Executive Copilot,Customer 087 Systems
2026-06-10,82270.27,31,2,East,Executive Copilot,Customer 050 Holdings
2026-06-10,254281.99,82,3,West,Risk Monitor,Customer 014 Industries
2026-06-10,121314.54,57,2,Central,Risk Monitor,Customer 091 Systems
2026-06-11,190582.36,41,2,East,Data Fabric,Customer 018 Solutions
2026-06-11,93270.61,17,0,West,Risk Monitor,Customer 021 Systems
2026-06-11,51896.65,52,5,Central,Support Intelligence,Customer 094 Solutions
2026-06-11,112679.87,42,2,North,Data Fabric,Customer 011 Systems
2026-06-12,39896.18,40,2,West,Forecast Studio,Customer 113 Group
2026-06-12,133817.87,31,1,Central,Executive Copilot,Customer 024 Solutions
2026-06-12,62284.85,35,1,North,Executive Copilot,Customer 109 Industries
2026-06-12,375723.2,66,1,South,Executive Copilot,Customer 077 Solutions
2026-06-13,70757.68,42,2,Central,Executive Copilot,Customer 033 Holdings
2026-06-13,82949.87,29,2,North,Executive Copilot,Customer 077 Solutions
2026-06-13,115026.62,32,1,South,Support Intelligence,Customer 098 Holdings
2026-06-13,86726.51,43,1,East,Forecast Studio,Customer 002 Group
2026-06-14,195401.21,47,4,North,Data Fabric,Customer 061 Holdings
2026-06-14,35268.56,15,1,South,Risk Monitor,Customer 051 Systems
2026-06-14,159690.88,44,3,East,Support Intelligence,Customer 071 Industries
2026-06-14,19716.63,22,1,West,Data Fabric,Customer 090 Systems
2026-06-15,52670.98,61,5,South,Sentinel Core,Customer 079 Holdings
2026-06-15,213345.19,53,1,East,Sentinel Core,Customer 023 Group
2026-06-15,76505.59,29,2,West,Risk Monitor,Customer 047 Holdings
2026-06-15,231752.31,40,2,Central,Executive Copilot,Customer 087 Systems
2026-06-16,117533.39,85,6,East,Risk Monitor,Customer 061 Holdings
2026-06-16,59675.22,73,6,West,Support Intelligence,Customer 088 Solutions
2026-06-16,124724.25,54,4,Central,Data Fabric,Customer 104 Group
2026-06-16,143587.12,65,1,North,Sentinel Core,Customer 059 Group
2026-06-17,105248.75,21,1,West,Executive Copilot,Customer 073 Holdings
2026-06-17,290135.59,71,4,Central,Risk Monitor,Customer 077 Solutions
2026-06-17,54141.7,23,0,North,Forecast Studio,Customer 019 Systems
2026-06-17,38168.57,36,3,South,Data Fabric,Customer 075 Group
2026-06-18,132820.59,41,2,Central,Data Fabric,Customer 097 Industries
2026-06-18,192631.12,50,3,North,Forecast Studio,Customer 004 Industries
2026-06-18,223395.51,62,4,South,Risk Monitor,Customer 116 Group
2026-06-18,31752.94,26,2,East,Risk Monitor,Customer 106 Industries
2026-06-19,100684.42,58,1,North,Risk Monitor,Customer 112 Holdings
2026-06-19,150731.9,34,3,South,Data Fabric,Customer 086 Systems
2026-06-19,185757.55,55,2,East,Executive Copilot,Customer 095 Group
2026-06-19,151008.18,67,6,West,Sentinel Core,Customer 102 Solutions
2026-06-20,241049.6,40,1,South,Support Intelligence,Customer 077 Solutions
2026-06-20,176662.78,52,4,East,Sentinel Core,Customer 009 Group
2026-06-20,92258.7,23,0,West,Risk Monitor,Customer 036 Solutions
2026-06-20,300893.54,52,2,Central,Executive Copilot,Customer 027 Systems
2026-06-21,339753.82,66,4,East,Sentinel Core,Customer 110 Industries
2026-06-21,38523.51,28,1,West,Sentinel Core,Customer 055 Industries
2026-06-21,338245.92,72,2,Central,Executive Copilot,Customer 036 Solutions
2026-06-21,172311.98,83,6,North,Support Intelligence,Customer 120 Group
2026-06-22,427927.06,85,4,West,Executive Copilot,Customer 048 Industries
2026-06-22,372264.42,82,5,Central,Forecast Studio,Customer 013 Group
2026-06-22,93802.73,23,1,North,Sentinel Core,Customer 115 Holdings
2026-06-22,319146.99,61,4,South,Forecast Studio,Customer 035 Systems
2026-06-23,54138.46,54,3,Central,Data Fabric,Customer 071 Industries
2026-06-23,215625.01,71,6,North,Executive Copilot,Customer 074 Systems
2026-06-23,126488.95,36,3,South,Support Intelligence,Customer 018 Solutions
2026-06-23,195491.96,78,6,East,Risk Monitor,Customer 043 Industries
2026-06-24,69282.82,15,1,North,Sentinel Core,Customer 098 Holdings
2026-06-24,115553.3,44,3,South,Forecast Studio,Customer 072 Solutions
2026-06-24,23141.28,15,1,East,Data Fabric,Customer 001 Holdings
2026-06-24,467986.93,85,1,West,Sentinel Core,Customer 022 Solutions
2026-06-25,21473.85,26,1,South,Sentinel Core,Customer 029 Systems
2026-06-25,121659.6,69,2,East,Forecast Studio,Customer 018 Solutions
2026-06-25,165996.18,30,1,West,Executive Copilot,Customer 029 Systems
2026-06-25,90229.55,52,5,Central,Sentinel Core,Customer 089 Group
2026-06-26,275783.52,57,1,East,Executive Copilot,Customer 053 Systems
2026-06-26,194787.34,41,3,West,Forecast Studio,Customer 002 Group
2026-06-26,91191.51,38,3,Central,Risk Monitor,Customer 073 Holdings
2026-06-26,78291.59,21,2,North,Sentinel Core,Customer 075 Group
2026-06-27,97559.49,17,0,West,Data Fabric,Customer 040 Systems
2026-06-27,358922.91,62,2,Central,Sentinel Core,Customer 097 Industries
2026-06-27,92750.13,62,3,North,Executive Copilot,Customer 082 Group
2026-06-27,65110.27,74,5,South,Sentinel Core,Customer 102 Solutions
2026-06-28,75828.01,37,2,Central,Risk Monitor,Customer 050 Holdings
2026-06-28,73080.51,27,2,North,Sentinel Core,Customer 075 Group
2026-06-28,358526.17,65,5,South,Forecast Studio,Customer 109 Industries
2026-06-28,54198.41,61,3,East,Executive Copilot,Customer 108 Group
2026-06-29,41102.35,21,1,North,Support Intelligence,Customer 081 Solutions
2026-06-29,214825.43,38,3,South,Support Intelligence,Customer 089 Group
2026-06-29,119196.81,63,5,East,Forecast Studio,Customer 043 Industries
2026-06-29,36005.78,42,3,West,Forecast Studio,Customer 034 Solutions
2026-06-30,114025.83,46,0,South,Support Intelligence,Customer 068 Group
2026-06-30,185134.37,40,2,East,Support Intelligence,Customer 054 Systems
2026-06-30,180286.9,52,4,West,Forecast Studio,Customer 100 Group
2026-06-30,90094.48,84,4,Central,Forecast Studio,Customer 041 Group
2026-07-01,88308.01,76,6,East,Forecast Studio,Customer 113 Group
2026-07-01,216361.78,44,2,West,Risk Monitor,Customer 018 Solutions
2026-07-01,64136.27,25,1,Central,Executive Copilot,Customer 035 Systems
2026-07-01,247361.59,44,1,North,Sentinel Core,Customer 115 Holdings
2026-07-02,220334.61,56,1,West,Data Fabric,Customer 099 Solutions
2026-07-02,276196.43,83,7,Central,Risk Monitor,Customer 021 Systems
2026-07-02,282532.39,55,3,North,Sentinel Core,Customer 069 Solutions
2026-07-02,88215.81,29,1,South,Sentinel Core,Customer 043 Industries
2026-07-03,36500.49,15,1,Central,Support Intelligence,Customer 055 Industries
2026-07-03,58280.03,15,1,North,Support Intelligence,Customer 009 Group
2026-07-03,217187.49,47,1,South,Risk Monitor,Customer 111 Systems
2026-07-03,147893.44,49,3,East,Forecast Studio,Customer 032 Holdings
2026-07-04,74265.88,62,5,North,Executive Copilot,Customer 113 Group
2026-07-04,372866.94,75,3,South,Data Fabric,Customer 028 Group
2026-07-04,103558.71,27,2,East,Risk Monitor,Customer 119 Industries
2026-07-04,45933.24,14,0,West,Risk Monitor,Customer 007 Systems
2026-07-05,94105.1,28,1,South,Support Intelligence,Customer 045 Solutions
2026-07-05,60483.98,31,2,East,Sentinel Core,Customer 021 Systems
2026-07-05,445236.7,85,3,West,Forecast Studio,Customer 007 Systems
2026-07-05,71099.98,67,6,Central,Risk Monitor,Customer 079 Holdings
2026-07-06,100901.8,21,1,East,Risk Monitor,Customer 060 Systems
2026-07-06,29244.98,28,2,West,Data Fabric,Customer 099 Solutions
2026-07-06,210734.87,52,5,Central,Risk Monitor,Customer 094 Solutions
2026-07-06,394256.22,69,4,North,Sentinel Core,Customer 045 Solutions
2026-07-07,104293.66,31,1,West,Forecast Studio,Customer 005 Group
2026-07-07,52558.2,14,0,Central,Risk Monitor,Customer 072 Solutions
2026-07-07,253885.89,43,2,North,Sentinel Core,Customer 088 Solutions
2026-07-07,229815.97,59,2,South,Forecast Studio,Customer 103 Systems
2026-07-08,238824.76,45,3,Central,Sentinel Core,Customer 037 Solutions
2026-07-08,344527.69,82,7,North,Data Fabric,Customer 016 Solutions
2026-07-08,138576.52,52,3,South,Support Intelligence,Customer 055 Industries
2026-07-08,89631.73,47,4,East,Sentinel Core,Customer 102 Solutions
2026-07-09,99753.59,56,3,North,Sentinel Core,Customer 100 Group
2026-07-09,246662.78,71,2,South,Risk Monitor,Customer 114 Holdings
2026-07-09,394016.48,68,3,East,Support Intelligence,Customer 102 Solutions
2026-07-09,212692.59,41,4,West,Sentinel Core,Customer 072 Solutions
2026-07-10,49158.69,26,2,South,Data Fabric,Customer 002 Group
2026-07-10,270529.3,42,0,East,Risk Monitor,Customer 060 Systems
2026-07-10,120400.8,57,5,West,Forecast Studio,Customer 015 Group
2026-07-10,24008.58,20,1,Central,Forecast Studio,Customer 103 Systems
2026-07-11,96088.69,19,1,East,Sentinel Core,Customer 016 Solutions
2026-07-11,245540.12,47,2,West,Sentinel Core,Customer 027 Systems
2026-07-11,103484.23,44,1,Central,Data Fabric,Customer 074 Systems
2026-07-11,333950.88,70,6,North,Data Fabric,Customer 119 Industries
2026-07-12,130688.9,85,4,West,Risk Monitor,Customer 011 Systems
2026-07-12,412612.69,69,4,Central,Risk Monitor,Customer 083 Industries
2026-07-12,55450.45,30,2,North,Data Fabric,Customer 018 Solutions
2026-07-12,283049.73,51,2,South,Forecast Studio,Customer 065 Holdings
2026-07-13,110028.56,17,0,Central,Support Intelligence,Customer 095 Group
2026-07-13,33765.29,24,1,North,Forecast Studio,Customer 108 Group
2026-07-13,316359.3,75,6,South,Data Fabric,Customer 103 Systems
2026-07-13,375429.38,69,3,East,Data Fabric,Customer 044 Solutions
2026-07-14,77416.65,30,3,North,Support Intelligence,Customer 014 Industries
2026-07-14,217833.47,83,7,South,Support Intelligence,Customer 033 Holdings
2026-07-14,182176.77,44,1,East,Sentinel Core,Customer 064 Group
2026-07-14,81101.35,17,1,West,Executive Copilot,Customer 018 Solutions
2026-07-15,414437.03,70,2,South,Risk Monitor,Customer 091 Systems
2026-07-15,117901.94,31,1,East,Forecast Studio,Customer 008 Solutions
2026-07-15,91609.99,21,1,West,Risk Monitor,Customer 003 Solutions
2026-07-15,130178.9,43,2,Central,Executive Copilot,Customer 091 Systems
2026-07-16,267364.39,66,5,East,Risk Monitor,Customer 047 Holdings
2026-07-16,94066.17,30,2,West,Risk Monitor,Customer 120 Group
2026-07-16,117582.71,73,4,Central,Data Fabric,Customer 018 Solutions
2026-07-16,244018.25,49,1,North,Sentinel Core,Customer 006 Industries
2026-07-17,157775.79,25,1,West,Executive Copilot,Customer 012 Solutions
2026-07-17,87176.47,44,3,Central,Data Fabric,Customer 069 Solutions
2026-07-17,144181.12,27,0,North,Forecast Studio,Customer 020 Solutions
2026-07-17,147676.08,48,3,South,Executive Copilot,Customer 104 Group
2026-07-18,124132.69,78,6,Central,Forecast Studio,Customer 098 Holdings
2026-07-18,52515.39,16,0,North,Sentinel Core,Customer 028 Group
2026-07-18,383315.74,74,1,South,Sentinel Core,Customer 100 Group
2026-07-18,123290.34,71,1,East,Support Intelligence,Customer 036 Solutions
2026-07-19,241090.15,65,4,North,Support Intelligence,Customer 040 Systems
2026-07-19,393481.24,66,6,South,Executive Copilot,Customer 037 Solutions
2026-07-19,182155.39,33,3,East,Support Intelligence,Customer 069 Solutions
2026-07-19,292520.13,67,4,West,Forecast Studio,Customer 081 Solutions
2026-07-20,163561.15,29,2,South,Support Intelligence,Customer 015 Group
2026-07-20,181948.37,77,1,East,Support Intelligence,Customer 065 Holdings
2026-07-20,229100.62,40,2,West,Executive Copilot,Customer 024 Solutions
2026-07-20,174042.64,31,0,Central,Risk Monitor,Customer 082 Group
2026-07-21,25311.66,16,1,East,Data Fabric,Customer 002 Group
2026-07-21,382753.09,65,1,West,Risk Monitor,Customer 059 Group
2026-07-21,354140.46,59,1,Central,Forecast Studio,Customer 039 Industries
2026-07-21,263807.01,52,1,North,Support Intelligence,Customer 069 Solutions
2026-07-22,371704.47,84,6,West,Forecast Studio,Customer 051 Systems
2026-07-22,48806.85,32,3,Central,Forecast Studio,Customer 027 Systems
2026-07-22,64621.84,50,4,North,Support Intelligence,Customer 042 Systems
2026-07-22,107872.76,28,2,South,Risk Monitor,Customer 053 Systems
2026-07-23,238143.35,38,1,Central,Data Fabric,Customer 087 Systems
2026-07-23,75810.18,62,4,North,Sentinel Core,Customer 003 Solutions
2026-07-23,221077.13,49,4,South,Data Fabric,Customer 075 Group
2026-07-23,70996.41,25,2,East,Support Intelligence,Customer 003 Solutions
2026-07-24,225637.04,37,2,North,Risk Monitor,Customer 003 Solutions
2026-07-24,200321.61,62,4,South,Support Intelligence,Customer 001 Holdings
2026-07-24,496485.68,83,2,East,Support Intelligence,Customer 038 Industries
2026-07-24,184997.44,45,3,West,Sentinel Core,Customer 054 Systems
2026-07-25,252197.27,49,1,South,Sentinel Core,Customer 034 Solutions
2026-07-25,251187.78,78,1,East,Executive Copilot,Customer 114 Holdings
2026-07-25,215720.38,58,3,West,Support Intelligence,Customer 109 Industries
2026-07-25,247081.65,64,4,Central,Data Fabric,Customer 105 Industries
2026-07-26,259610.49,58,5,East,Support Intelligence,Customer 075 Group
2026-07-26,178350.15,59,1,West,Data Fabric,Customer 086 Systems
2026-07-26,70770.62,40,1,Central,Support Intelligence,Customer 051 Systems
2026-07-26,26535.05,17,1,North,Support Intelligence,Customer 006 Industries
2026-07-27,161135.11,34,2,West,Executive Copilot,Customer 039 Industries
2026-07-27,61880.53,15,0,Central,Data Fabric,Customer 113 Group
2026-07-27,268693.72,66,5,North,Support Intelligence,Customer 102 Solutions
2026-07-27,271465.35,46,1,South,Support Intelligence,Customer 016 Solutions
2026-07-28,137883.58,28,1,Central,Executive Copilot,Customer 089 Group
2026-07-28,89233.28,72,1,North,Support Intelligence,Customer 009 Group
2026-07-28,118382.91,36,1,South,Support Intelligence,Customer 040 Systems
2026-07-28,418692.12,76,5,East,Support Intelligence,Customer 045 Solutions
2026-07-29,27881.04,16,1,North,Risk Monitor,Customer 022 Solutions
2026-07-29,177881.36,42,3,South,Executive Copilot,Customer 100 Group
2026-07-29,78521.48,67,5,East,Risk Monitor,Customer 008 Solutions
2026-07-29,463248.13,76,4,West,Sentinel Core,Customer 047 Holdings
2026-07-30,64289.06,35,3,South,Executive Copilot,Customer 064 Group
2026-07-30,72364.63,33,3,East,Sentinel Core,Customer 068 Group
2026-07-30,199422.27,33,1,West,Data Fabric,Customer 001 Holdings
2026-07-30,213286.13,46,3,Central,Executive Copilot,Customer 033 Holdings
2026-07-31,54407.88,47,2,East,Executive Copilot,Customer 009 Group
2026-07-31,184542.05,59,5,West,Executive Copilot,Customer 034 Solutions
2026-07-31,145739.99,74,1,Central,Forecast Studio,Customer 092 Systems
2026-07-31,121791.52,24,1,North,Forecast Studio,Customer 087 Systems
2026-08-01,195071.87,43,1,West,Sentinel Core,Customer 105 Industries
2026-08-01,247156.21,56,1,Central,Data Fabric,Customer 032 Holdings
2026-08-01,148221.07,35,1,North,Executive Copilot,Customer 053 Systems
2026-08-01,219095.05,66,4,South,Sentinel Core,Customer 097 Industries
2026-08-02,182715.3,82,1,Central,Executive Copilot,Customer 073 Holdings
2026-08-02,32893.7,15,1,North,Sentinel Core,Customer 050 Holdings
2026-08-02,214291.31,33,1,South,Risk Monitor,Customer 011 Systems
2026-08-02,67192.27,34,1,East,Risk Monitor,Customer 030 Systems
2026-08-03,518448.62,79,1,North,Risk Monitor,Customer 093 Holdings
2026-08-03,114788.56,34,3,South,Risk Monitor,Customer 106 Industries
2026-08-03,237478.46,52,4,East,Risk Monitor,Customer 025 Systems
2026-08-03,80710.55,19,1,West,Sentinel Core,Customer 031 Group
2026-08-04,68725.77,18,2,South,Forecast Studio,Customer 070 Systems
2026-08-04,57573.14,29,1,East,Forecast Studio,Customer 072 Solutions
2026-08-04,27034.27,23,1,West,Forecast Studio,Customer 041 Group
2026-08-04,313065.58,71,5,Central,Executive Copilot,Customer 022 Solutions
2026-08-05,178320.62,84,7,East,Forecast Studio,Customer 009 Group
2026-08-05,56384.27,22,1,West,Sentinel Core,Customer 087 Systems
2026-08-05,187660.74,54,2,Central,Executive Copilot,Customer 096 Holdings
2026-08-05,26444.96,15,1,North,Data Fabric,Customer 090 Systems
2026-08-06,251748.55,41,1,West,Risk Monitor,Customer 015 Group
2026-08-06,121043.93,70,1,Central,Executive Copilot,Customer 024 Solutions
2026-08-06,370768.51,67,2,North,Risk Monitor,Customer 120 Group
2026-08-06,306538.53,79,7,South,Data Fabric,Customer 054 Systems
2026-08-07,144763.55,74,4,Central,Data Fabric,Customer 062 Systems
2026-08-07,228555.92,53,1,North,Risk Monitor,Customer 098 Holdings
2026-08-07,125008.14,50,2,South,Sentinel Core,Customer 102 Solutions
2026-08-07,207587.16,52,2,East,Sentinel Core,Customer 051 Systems
